"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","within_sp_var_bio1","species.1","n_bio12","mean_bio12","sd_bio12","se_bio12","within_sp_var_bio12","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"443","Solanum heteropodium","3","5.707166","0.000384","0.000222","5.9e-05","Solanum heteropodium","3","7.087812","0.092699","0.05352","0.076889","Solanum heteropodium","3","7.82103","0.015309","0.008839","0.012702","Solanum heteropodium","3","8.480126","0.066872","0.038609","0.111169"
"444","Solanum latens","5","5.67829","0.003002","0.001343","3.5e-05","Solanum latens","5","6.5632","0.100003","0.044723","0.046134","Solanum latens","5","7.567056","0.03892","0.017406","0.007621","Solanum latens","5","8.172137","0.121518","0.054345","0.066701"
"445","Anthotroche walcottii","4","5.680684","0.001004","0.000502","4.4e-05","Anthotroche walcottii","4","5.959904","0.167188","0.083594","0.057667","Anthotroche walcottii","4","7.772674","0.032576","0.016288","0.009527","Anthotroche walcottii","4","7.274275","0.213225","0.106612","0.083376"
"446","Crenidium spinescens","5","5.678292","0.001761","0.000788","3.5e-05","Crenidium spinescens","5","5.524625","0.090402","0.040429","0.046134","Crenidium spinescens","5","7.84053","0.02895","0.012947","0.007621","Crenidium spinescens","5","6.931933","0.092181","0.041225","0.066701"
"447","Solanum beaugleholei","6","5.704781","0.001796","0.000733","2.9e-05","Solanum beaugleholei","6","6.346265","0.162928","0.066515","0.038445","Solanum beaugleholei","6","7.937015","0.043377","0.017709","0.006351","Solanum beaugleholei","6","7.757753","0.246157","0.100493","0.055584"
"448","Solanum jucundum","30","5.678573","0.003352","0.000612","6e-06","Solanum jucundum","30","6.489186","0.139725","0.02551","0.007689","Solanum jucundum","30","7.614865","0.057916","0.010574","0.00127","Solanum jucundum","30","8.045327","0.181085","0.033061","0.011117"
"449","Scopolia carniolica","26","5.632505","0.005605","0.001099","7e-06","Scopolia carniolica","26","6.56127","0.266015","0.05217","0.008872","Scopolia carniolica","25","6.609967","0.083403","0.016681","0.001524","Scopolia carniolica","25","9.178722","0.320599","0.06412","0.01334"
"450","Solanum paraibanum","7","5.691284","0.006053","0.002288","2.5e-05","Solanum paraibanum","7","7.135399","0.352635","0.133284","0.032953","Solanum paraibanum","7","7.366705","0.063224","0.023896","0.005444","Solanum paraibanum","7","9.033042","0.373116","0.141025","0.047644"
"451","Solanum rupincola","11","5.68932","0.004743","0.00143","1.6e-05","Solanum rupincola","11","7.136171","0.303545","0.091522","0.02097","Solanum rupincola","10","7.228842","0.069268","0.021904","0.003811","Solanum rupincola","10","9.182798","0.336647","0.106457","0.033351"
"452","Solanum jabrense","14","5.692368","0.005988","0.0016","1.3e-05","Solanum jabrense","14","6.628381","0.38059","0.101717","0.016476","Solanum jabrense","14","7.397234","0.082814","0.022133","0.002722","Solanum jabrense","14","8.488426","0.398904","0.106612","0.023822"
"453","Solanum asterophorum","36","5.689741","0.006039","0.001006","5e-06","Solanum asterophorum","36","7.076127","0.254954","0.042492","0.006407","Solanum asterophorum","36","7.255132","0.078737","0.013123","0.001059","Solanum asterophorum","36","9.064965","0.276374","0.046062","0.009264"
"454","Solanum melissarum","31","5.68136","0.010236","0.001838","6e-06","Solanum melissarum","31","7.273244","0.210722","0.037847","0.007441","Solanum melissarum","31","7.187262","0.113246","0.02034","0.001229","Solanum melissarum","31","9.325348","0.256335","0.046039","0.010758"
"455","Solanum accrescens","8","5.691382","0.008584","0.003035","2.2e-05","Solanum accrescens","8","7.997591","0.246142","0.087024","0.028834","Solanum accrescens","8","7.404414","0.068116","0.024083","0.004763","Solanum accrescens","8","9.679234","0.248199","0.087752","0.041688"
"456","Lycianthes beckneriana","3","5.669856","0.024364","0.014067","5.9e-05","Lycianthes beckneriana","3","8.013792","0.125017","0.072179","0.076889","Lycianthes beckneriana","3","7.156584","0.158596","0.091565","0.012702","Lycianthes beckneriana","3","10.069406","0.182969","0.105637","0.111169"
"457","Solanum longiconicum","4","5.65221","0.016621","0.00831","4.4e-05","Solanum longiconicum","4","7.923302","0.047639","0.02382","0.057667","Solanum longiconicum","4","7.058475","0.192572","0.096286","0.009527","Solanum longiconicum","4","9.944296","0.191548","0.095774","0.083376"
"458","Cestrum irazuense","4","5.656272","0.013604","0.006802","4.4e-05","Cestrum irazuense","4","7.942537","0.055936","0.027968","0.057667","Cestrum irazuense","4","7.078361","0.178815","0.089408","0.009527","Cestrum irazuense","4","9.92045","0.160993","0.080496","0.083376"
"459","Solanum petraeum","4","5.705031","0.001197","0.000598","4.4e-05","Solanum petraeum","4","7.140762","0.101582","0.050791","0.057667","Solanum petraeum","4","7.823619","0.024562","0.012281","0.009527","Solanum petraeum","4","8.528582","0.105013","0.052506","0.083376"
"460","Solanum cataphractum","1","5.707608",NA,NA,"0.000176","Solanum cataphractum","1","7.160069",NA,NA,"0.230668","Solanum cataphractum","1","7.838738",NA,NA,"0.038107","Solanum cataphractum","1","8.526153",NA,NA,"0.333506"
"461","Solanum retroflexum","36","5.666356","0.011179","0.001863","5e-06","Solanum retroflexum","36","6.241375","0.537276","0.089546","0.006407","Solanum retroflexum","36","7.515343","0.120123","0.02002","0.001059","Solanum retroflexum","36","7.933881","0.572986","0.095498","0.009264"
"462","Solanum dimorphispinum","1","5.679661",NA,NA,"0.000176","Solanum dimorphispinum","1","7.301822",NA,NA,"0.230668","Solanum dimorphispinum","1","7.35628",NA,NA,"0.038107","Solanum dimorphispinum","1","9.39441",NA,NA,"0.333506"
"463","Anthocercis gracilis","1","5.665215",NA,NA,"0.000176","Anthocercis gracilis","1","6.558198",NA,NA,"0.230668","Anthocercis gracilis","1","7.56008",NA,NA,"0.038107","Anthocercis gracilis","1","8.174703",NA,NA,"0.333506"
"464","Cyphanthera albicans","11","5.66718","0.006185","0.001865","1.6e-05","Cyphanthera albicans","11","6.418045","0.368835","0.111208","0.02097","Cyphanthera albicans","11","7.480117","0.133749","0.040327","0.003464","Cyphanthera albicans","11","8.111674","0.512844","0.154628","0.030319"
"465","Solanum orbiculatum","85","5.682149","0.005469","0.000593","2e-06","Solanum orbiculatum","85","5.456326","0.227545","0.024681","0.002714","Solanum orbiculatum","84","7.927836","0.112908","0.012319","0.000454","Solanum orbiculatum","84","6.81843","0.251256","0.027414","0.00397"
"466","Nicotiana occidentalis","45","5.688084","0.009831","0.001466","4e-06","Nicotiana occidentalis","45","5.528055","0.244655","0.036471","0.005126","Nicotiana occidentalis","42","7.963571","0.12497","0.019283","0.000907","Nicotiana occidentalis","42","6.82839","0.254123","0.039212","0.007941"
"467","Nicotiana megalosiphon","21","5.684132","0.006818","0.001488","8e-06","Nicotiana megalosiphon","21","6.227144","0.296376","0.064675","0.010984","Nicotiana megalosiphon","21","7.757195","0.137997","0.030113","0.001815","Nicotiana megalosiphon","21","7.671663","0.390463","0.085206","0.015881"
"468","Solanum neoanglicum","2","5.655991","0.001731","0.001224","8.8e-05","Solanum neoanglicum","2","6.875892","0.108663","0.076836","0.115334","Solanum neoanglicum","2","7.274075","0.015197","0.010746","0.019053","Solanum neoanglicum","2","8.789957","0.052634","0.037218","0.166753"
"469","Solanum oedipus","1","5.705947",NA,NA,"0.000176","Solanum oedipus","1","7.019297",NA,NA,"0.230668","Solanum oedipus","1","7.854381",NA,NA,"0.038107","Solanum oedipus","1","8.452335",NA,NA,"0.333506"
"470","Solanum nigriviolaceum","6","5.657164","0.011072","0.00452","2.9e-05","Solanum nigriviolaceum","6","7.108653","0.220275","0.089927","0.038445","Solanum nigriviolaceum","6","7.227604","0.148302","0.060544","0.006351","Solanum nigriviolaceum","6","9.071872","0.306671","0.125198","0.055584"
"471","Solanum acanthodapis","1","5.676925",NA,NA,"0.000176","Solanum acanthodapis","1","7.416378",NA,NA,"0.230668","Solanum acanthodapis","1","7.383368",NA,NA,"0.038107","Solanum acanthodapis","1","9.247636",NA,NA,"0.333506"
"472","Solanum brevifolium","25","5.659997","0.017481","0.003496","7e-06","Solanum brevifolium","25","7.331182","0.60676","0.121352","0.009227","Solanum brevifolium","25","7.092991","0.1417","0.02834","0.001524","Solanum brevifolium","25","9.417031","0.534953","0.106991","0.01334"
"473","Physalis crassifolia","49","5.675758","0.009201","0.001314","4e-06","Physalis crassifolia","49","5.201348","0.516557","0.073794","0.004708","Physalis crassifolia","49","7.785009","0.18421","0.026316","0.000778","Physalis crassifolia","49","6.625687","0.608392","0.086913","0.006806"
"474","Chamaesaracha coronopus","106","5.667264","0.014139","0.001373","2e-06","Chamaesaracha coronopus","106","5.866259","0.398711","0.038726","0.002176","Chamaesaracha coronopus","106","7.662856","0.106337","0.010328","0.000359","Chamaesaracha coronopus","106","7.432641","0.439833","0.04272","0.003146"
"475","Chamaesaracha sordida","70","5.671307","0.010117","0.001209","3e-06","Chamaesaracha sordida","70","5.988973","0.32715","0.039102","0.003295","Chamaesaracha sordida","70","7.706542","0.089128","0.010653","0.000544","Chamaesaracha sordida","70","7.509933","0.383375","0.045822","0.004764"
"476","Lycium andersonii","63","5.669441","0.012436","0.001567","3e-06","Lycium andersonii","63","5.43485","0.499866","0.062977","0.003661","Lycium andersonii","63","7.775971","0.152828","0.019255","0.000605","Lycium andersonii","63","6.856078","0.57162","0.072017","0.005294"
"477","Lycium exsertum","15","5.677362","0.006517","0.001683","1.2e-05","Lycium exsertum","15","5.793673","0.417459","0.107787","0.015378","Lycium exsertum","15","7.826273","0.084091","0.021712","0.00254","Lycium exsertum","15","7.185582","0.442028","0.114131","0.022234"
"478","Lycium fremontii","40","5.682761","0.008602","0.00136","4e-06","Lycium fremontii","40","5.198942","0.536872","0.084887","0.005767","Lycium fremontii","37","7.763806","0.164628","0.027065","0.00103","Lycium fremontii","37","6.662398","0.507491","0.083431","0.009014"
"479","Lycium pallidum","65","5.657363","0.011182","0.001387","3e-06","Lycium pallidum","65","5.717286","0.386572","0.047948","0.003549","Lycium pallidum","65","7.686812","0.125145","0.015522","0.000586","Lycium pallidum","65","7.291193","0.451603","0.056014","0.005131"
"480","Lycium parishii","16","5.681112","0.006542","0.001636","1.1e-05","Lycium parishii","16","5.254566","0.49394","0.123485","0.014417","Lycium parishii","16","7.81006","0.101534","0.025384","0.002382","Lycium parishii","16","6.687956","0.397132","0.099283","0.020844"
"481","Lycium torreyi","49","5.669202","0.013094","0.001871","4e-06","Lycium torreyi","49","5.507194","0.583724","0.083389","0.004708","Lycium torreyi","49","7.753278","0.161493","0.02307","0.000778","Lycium torreyi","49","6.973126","0.672506","0.096072","0.006806"
"482","Solanum jamesii","42","5.648146","0.009961","0.001537","4e-06","Solanum jamesii","42","5.929303","0.253043","0.039045","0.005492","Solanum jamesii","42","7.587958","0.118087","0.018221","0.000907","Solanum jamesii","42","7.567558","0.258176","0.039837","0.007941"
"483","Solanum hindsianum","39","5.68408","0.007546","0.001208","5e-06","Solanum hindsianum","39","5.021629","0.721036","0.115458","0.005915","Solanum hindsianum","35","7.609224","0.13481","0.022787","0.001089","Solanum hindsianum","35","6.724973","0.7365","0.124491","0.009529"
"484","Solanum johnstonii","1","5.68375",NA,NA,"0.000176","Solanum johnstonii","1","5.594711",NA,NA,"0.230668","Solanum johnstonii","1","7.668094",NA,NA,"0.038107","Solanum johnstonii","1","7.328437",NA,NA,"0.333506"
"485","Solanum polyadenium","13","5.669128","0.012805","0.003551","1.4e-05","Solanum polyadenium","13","6.721676","0.385877","0.107023","0.017744","Solanum polyadenium","13","7.435858","0.115402","0.032007","0.002931","Solanum polyadenium","13","8.434205","0.486066","0.13481","0.025654"
"486","Lycium cooperi","23","5.668779","0.009643","0.002011","8e-06","Lycium cooperi","23","5.291122","0.389234","0.081161","0.010029","Lycium cooperi","23","7.850582","0.104983","0.02189","0.001657","Lycium cooperi","23","6.6634","0.437615","0.091249","0.0145"
"487","Lycium macrodon","9","5.684641","0.005867","0.001956","2e-05","Lycium macrodon","9","5.145588","0.504367","0.168122","0.02563","Lycium macrodon","9","7.841019","0.075571","0.02519","0.004234","Lycium macrodon","9","6.542697","0.536297","0.178766","0.037056"
"488","Schizanthus litoralis","1","5.669018",NA,NA,"0.000176","Schizanthus litoralis","1","5.746203",NA,NA,"0.230668","Schizanthus litoralis","0","NaN",NA,NA,"Inf","Schizanthus litoralis","0","NaN",NA,NA,"Inf"
"489","Solanum heterodoxum","42","5.664344","0.015148","0.002337","4e-06","Solanum heterodoxum","42","6.086585","0.382205","0.058976","0.005492","Solanum heterodoxum","42","7.620557","0.126358","0.019497","0.000907","Solanum heterodoxum","42","7.671229","0.44157","0.068136","0.007941"
"490","Physalis caudella","14","5.659645","0.011409","0.003049","1.3e-05","Physalis caudella","14","6.490955","0.343962","0.091928","0.016476","Physalis caudella","14","7.588987","0.086436","0.023101","0.002722","Physalis caudella","14","8.124673","0.425125","0.113619","0.023822"
"491","Oryctes nevadensis","3","5.648915","0.001237","0.000714","5.9e-05","Oryctes nevadensis","3","5.069387","0.222847","0.128661","0.076889","Oryctes nevadensis","3","7.556822","0.019704","0.011376","0.012702","Oryctes nevadensis","3","6.751044","0.203911","0.117728","0.111169"
"492","Physalis virginiana","127","5.644923","0.015989","0.001419","1e-06","Physalis virginiana","127","6.690499","0.378273","0.033566","0.001816","Physalis virginiana","127","7.131697","0.218059","0.01935","3e-04","Physalis virginiana","127","8.780922","0.392025","0.034787","0.002626"
"493","Solanum stenophyllidium","12","5.672133","0.005752","0.00166","1.5e-05","Solanum stenophyllidium","12","6.403169","0.324173","0.093581","0.019222","Solanum stenophyllidium","12","7.55802","0.065087","0.018789","0.003176","Solanum stenophyllidium","12","8.053689","0.331413","0.095671","0.027792"
"494","Lycium brevipes","47","5.685485","0.009391","0.00137","4e-06","Lycium brevipes","47","5.011388","0.67007","0.09774","0.004908","Lycium brevipes","43","7.654158","0.176864","0.026972","0.000886","Lycium brevipes","43","6.626109","0.712236","0.108615","0.007756"
"495","Solanum verrucosum","18","5.66255","0.011592","0.002732","1e-05","Solanum verrucosum","18","6.812744","0.387669","0.091374","0.012815","Solanum verrucosum","18","7.431479","0.106822","0.025178","0.002117","Solanum verrucosum","18","8.498118","0.372614","0.087826","0.018528"
"496","Solanum pedemontanum","31","5.698394","0.005363","0.000963","6e-06","Solanum pedemontanum","31","7.849261","0.261395","0.046948","0.007441","Solanum pedemontanum","31","7.089131","0.049502","0.008891","0.001229","Solanum pedemontanum","31","9.9855","0.273034","0.049038","0.010758"
"497","Solanum lumholtzianum","12","5.679494","0.010691","0.003086","1.5e-05","Solanum lumholtzianum","12","6.166286","0.238905","0.068966","0.019222","Solanum lumholtzianum","12","7.742512","0.088528","0.025556","0.003176","Solanum lumholtzianum","12","7.590862","0.24877","0.071814","0.027792"
"498","Solanum tridynamum","40","5.690275","0.011022","0.001743","4e-06","Solanum tridynamum","40","6.826882","0.396801","0.06274","0.005767","Solanum tridynamum","39","7.498924","0.076286","0.012216","0.000977","Solanum tridynamum","39","8.551627","0.455637","0.07296","0.008551"
"499","Cestrum roseum","14","5.664057","0.009691","0.00259","1.3e-05","Cestrum roseum","14","6.947067","0.289585","0.077395","0.016476","Cestrum roseum","14","7.410544","0.089813","0.024004","0.002722","Cestrum roseum","14","8.580973","0.374828","0.100177","0.023822"
"500","Solanum mitlense","16","5.679133","0.011121","0.00278","1.1e-05","Solanum mitlense","16","6.92761","0.391686","0.097922","0.014417","Solanum mitlense","16","7.465976","0.0933","0.023325","0.002382","Solanum mitlense","16","8.613005","0.412383","0.103096","0.020844"
"501","Lycium carolinianum","57","5.690941","0.009419","0.001248","3e-06","Lycium carolinianum","57","6.693842","0.534571","0.070806","0.004047","Lycium carolinianum","51","7.497724","0.08166","0.011435","0.000747","Lycium carolinianum","51","8.478053","0.494384","0.069228","0.006539"
