"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","within_sp_var_bio1","species.1","n_bio12","mean_bio12","sd_bio12","se_bio12","within_sp_var_bio12","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"101","Cotoneaster pannosus","122","5.661077","0.010233","0.000926","2e-06","Cotoneaster pannosus","122","6.701853","0.41723","0.037774","0.001368","Cotoneaster pannosus","119","7.278402","0.209027","0.019161","0.000429","Cotoneaster pannosus","119","8.626695","0.553447","0.050734","0.001777"
"102","Pyrus salicifolia","8","5.651717","0.007809","0.002761","2.6e-05","Pyrus salicifolia","8","6.19414","0.255771","0.090429","0.020863","Pyrus salicifolia","8","7.096576","0.052078","0.018412","0.006379","Pyrus salicifolia","8","8.337592","0.217416","0.076868","0.026432"
"103","Cotoneaster glaucophyllus","40","5.65945","0.007005","0.001108","5e-06","Cotoneaster glaucophyllus","40","6.856578","0.386908","0.061176","0.004173","Cotoneaster glaucophyllus","37","7.252565","0.141095","0.023196","0.001379","Cotoneaster glaucophyllus","37","8.810346","0.468975","0.077099","0.005715"
"104","Cotoneaster coriaceus","52","5.660106","0.010414","0.001444","4e-06","Cotoneaster coriaceus","52","6.939728","0.293475","0.040698","0.00321","Cotoneaster coriaceus","52","7.169291","0.151668","0.021033","0.000981","Cotoneaster coriaceus","52","8.976996","0.385132","0.053408","0.004067"
"105","Rosa odorata","45","5.669402","0.017705","0.002639","5e-06","Rosa odorata","45","7.065819","0.299106","0.044588","0.003709","Rosa odorata","45","7.169242","0.168155","0.025067","0.001134","Rosa odorata","45","9.075865","0.293205","0.043708","0.004699"
"106","Pyrus pashia","56","5.664733","0.015872","0.002121","4e-06","Pyrus pashia","56","7.007898","0.269878","0.036064","0.00298","Pyrus pashia","56","7.117297","0.127144","0.01699","0.000911","Pyrus pashia","56","9.078238","0.264712","0.035374","0.003776"
"107","Crataegus phaenopyrum","13","5.653164","0.009343","0.002591","1.6e-05","Crataegus phaenopyrum","13","6.789656","0.139115","0.038584","0.012839","Crataegus phaenopyrum","12","7.218593","0.187717","0.054189","0.004252","Crataegus phaenopyrum","12","8.769612","0.307995","0.08891","0.017622"
"108","Spiraea douglasii","103","5.6352","0.009992","0.000985","2e-06","Spiraea douglasii","103","6.855979","0.5409","0.053296","0.00162","Spiraea douglasii","99","6.785361","0.256584","0.025788","0.000515","Spiraea douglasii","99","9.294991","0.624356","0.06275","0.002136"
"109","Cotoneaster divaricatus","69","5.635814","0.004037","0.000486","3e-06","Cotoneaster divaricatus","69","6.665982","0.413875","0.049825","0.002419","Cotoneaster divaricatus","57","6.610751","0.061287","0.008118","0.000895","Cotoneaster divaricatus","57","9.278102","0.439426","0.058203","0.00371"
"110","Spiraea prunifolia","90","5.659018","0.011151","0.001175","2e-06","Spiraea prunifolia","90","7.044943","0.381206","0.040183","0.001854","Spiraea prunifolia","90","7.148536","0.177451","0.018705","0.000567","Spiraea prunifolia","90","9.109798","0.471368","0.049687","0.00235"
"111","Potentilla uniflora","89","5.594384","0.018844","0.001997","2e-06","Potentilla uniflora","89","6.126271","0.591184","0.062665","0.001875","Potentilla uniflora","87","6.536408","0.321874","0.034509","0.000587","Potentilla uniflora","87","8.917564","0.589232","0.063172","0.002431"
"112","Photinia prunifolia","49","5.679561","0.006782","0.000969","4e-06","Photinia prunifolia","49","7.409507","0.140597","0.020085","0.003406","Photinia prunifolia","49","7.171106","0.070778","0.010111","0.001041","Photinia prunifolia","49","9.448854","0.14157","0.020224","0.004315"
"113","Rosa abyssinica","5","5.663883","0.006002","0.002684","4.1e-05","Rosa abyssinica","5","6.960206","0.192788","0.086217","0.03338","Rosa abyssinica","5","7.436063","0.065463","0.029276","0.010206","Rosa abyssinica","5","8.714387","0.260285","0.116403","0.042292"
"114","Cliffortia atrata","3","5.664056","0.003106","0.001793","6.9e-05","Cliffortia atrata","3","6.698476","0.196928","0.113696","0.055634","Cliffortia atrata","2","7.37237","0.113183","0.080032","0.025514","Cliffortia atrata","2","8.417253","0.157367","0.111275","0.105729"
"115","Aphanes cornucopioides","32","5.657056","0.007554","0.001335","6e-06","Aphanes cornucopioides","32","6.29598","0.197812","0.034969","0.005216","Aphanes cornucopioides","32","7.330067","0.104613","0.018493","0.001595","Aphanes cornucopioides","32","8.179598","0.278929","0.049308","0.006608"
"116","Rubus glaucus","30","5.662972","0.015484","0.002827","7e-06","Rubus glaucus","30","7.516447","0.397742","0.072617","0.005563","Rubus glaucus","30","7.118449","0.180652","0.032982","0.001701","Rubus glaucus","30","9.539518","0.326868","0.059678","0.007049"
"117","Geum reptans","12","5.612561","0.013247","0.003824","1.7e-05","Geum reptans","12","7.227374","0.186869","0.053944","0.013908","Geum reptans","12","6.590406","0.168366","0.048603","0.004252","Geum reptans","12","9.719531","0.374536","0.108119","0.017622"
"118","Rubus pedemontanus","70","5.637916","0.003565","0.000426","3e-06","Rubus pedemontanus","70","6.491088","0.154553","0.018473","0.002384","Rubus pedemontanus","67","6.66495","0.064961","0.007936","0.000762","Rubus pedemontanus","67","9.079967","0.187037","0.02285","0.003156"
"119","Cliffortia pedunculata","1","5.667291",NA,NA,"0.000206","Cliffortia pedunculata","1","6.84588",NA,NA,"0.166901","Cliffortia pedunculata","1","7.455877",NA,NA,"0.051029","Cliffortia pedunculata","1","8.451481",NA,NA,"0.211458"
"120","Alchemilla alpina","106","5.620675","0.010788","0.001048","2e-06","Alchemilla alpina","106","6.87069","0.449454","0.043655","0.001575","Alchemilla alpina","97","6.402511","0.172739","0.017539","0.000526","Alchemilla alpina","97","9.679478","0.438735","0.044547","0.00218"
"121","Cliffortia polygonifolia","4","5.671086","0.001733","0.000866","5.1e-05","Cliffortia polygonifolia","4","6.294403","0.419468","0.209734","0.041725","Cliffortia polygonifolia","4","7.49257","0.052334","0.026167","0.012757","Cliffortia polygonifolia","4","7.902692","0.334061","0.16703","0.052865"
"122","Bencomia caudata","4","5.66866","0.005958","0.002979","5.1e-05","Bencomia caudata","4","6.02055","0.203831","0.101916","0.041725","Bencomia caudata","4","7.428099","0.015107","0.007554","0.012757","Bencomia caudata","4","7.720852","0.085258","0.042629","0.052865"
"123","Cliffortia pungens","1","5.654067",NA,NA,"0.000206","Cliffortia pungens","1","6.356108",NA,NA,"0.166901","Cliffortia pungens","1","7.429521",NA,NA,"0.051029","Cliffortia pungens","1","7.958227",NA,NA,"0.211458"
"124","Pyrus spinosa","49","5.660876","0.008847","0.001264","4e-06","Pyrus spinosa","49","6.604849","0.285208","0.040744","0.003406","Pyrus spinosa","48","7.24474","0.135945","0.019622","0.001063","Pyrus spinosa","48","8.552269","0.355012","0.051242","0.004405"
"125","Prunus spinulosa","49","5.668235","0.008678","0.00124","4e-06","Prunus spinulosa","49","7.461481","0.252222","0.036032","0.003406","Prunus spinulosa","49","7.11252","0.114172","0.01631","0.001041","Prunus spinulosa","49","9.560279","0.266611","0.038087","0.004315"
"126","Rubus neomexicanus","16","5.647192","0.00951","0.002377","1.3e-05","Rubus neomexicanus","16","6.18467","0.560797","0.140199","0.010431","Rubus neomexicanus","16","7.559732","0.093653","0.023413","0.003189","Rubus neomexicanus","16","7.904542","0.545939","0.136485","0.013216"
"127","Rubus leucodermis","68","5.641555","0.010063","0.00122","3e-06","Rubus leucodermis","68","6.799336","0.537799","0.065218","0.002454","Rubus leucodermis","67","7.181529","0.242352","0.029608","0.000762","Rubus leucodermis","67","8.834701","0.723388","0.088376","0.003156"
"128","Amelanchier utahensis","165","5.638596","0.013398","0.001043","1e-06","Amelanchier utahensis","165","6.1176","0.46777","0.036416","0.001012","Amelanchier utahensis","165","7.393354","0.19811","0.015423","0.000309","Amelanchier utahensis","165","7.926317","0.584873","0.045532","0.001282"
"129","Cercocarpus montanus","147","5.647781","0.015777","0.001301","1e-06","Cercocarpus montanus","147","6.070153","0.377735","0.031155","0.001135","Cercocarpus montanus","147","7.487388","0.175768","0.014497","0.000347","Cercocarpus montanus","147","7.7852","0.443594","0.036587","0.001438"
"130","Coleogyne ramosissima","34","5.656707","0.010748","0.001843","6e-06","Coleogyne ramosissima","34","5.468574","0.399048","0.068436","0.004909","Coleogyne ramosissima","34","7.716928","0.146724","0.025163","0.001501","Coleogyne ramosissima","34","6.985868","0.448885","0.076983","0.006219"
"131","Dasiphora fruticosa","403","5.611583","0.02339","0.001165","1e-06","Dasiphora fruticosa","403","6.293917","0.493933","0.024605","0.000414","Dasiphora fruticosa","400","6.691435","0.344777","0.017239","0.000128","Dasiphora fruticosa","400","8.823426","0.539086","0.026954","0.000529"
"132","Prunus fasciculata","37","5.662174","0.011812","0.001942","6e-06","Prunus fasciculata","37","5.503163","0.443585","0.072925","0.004511","Prunus fasciculata","37","7.776284","0.140468","0.023093","0.001379","Prunus fasciculata","37","6.913378","0.526769","0.0866","0.005715"
"133","Lindleya mespiloides","28","5.674017","0.007907","0.001494","7e-06","Lindleya mespiloides","28","6.176263","0.426534","0.080607","0.005961","Lindleya mespiloides","28","7.571255","0.091232","0.017241","0.001822","Lindleya mespiloides","28","7.784052","0.42374","0.080079","0.007552"
"134","Crataegus saligna","8","5.629382","0.009006","0.003184","2.6e-05","Crataegus saligna","8","5.91646","0.317099","0.112111","0.020863","Crataegus saligna","8","7.308243","0.092368","0.032657","0.006379","Crataegus saligna","8","7.749666","0.275085","0.097257","0.026432"
"135","Geum vernum","74","5.649414","0.007344","0.000854","3e-06","Geum vernum","74","6.925753","0.120898","0.014054","0.002255","Geum vernum","74","7.120156","0.12121","0.01409","0.00069","Geum vernum","74","9.024831","0.127387","0.014808","0.002858"
"136","Physocarpus malvaceus","55","5.629993","0.008519","0.001149","4e-06","Physocarpus malvaceus","55","6.23093","0.39779","0.053638","0.003035","Physocarpus malvaceus","55","7.146485","0.180132","0.024289","0.000928","Physocarpus malvaceus","55","8.249743","0.557873","0.075224","0.003845"
"137","Rubus arizonensis","8","5.670459","0.007654","0.002706","2.6e-05","Rubus arizonensis","8","6.146464","0.159569","0.056416","0.020863","Rubus arizonensis","8","7.780266","0.06374","0.022535","0.006379","Rubus arizonensis","8","7.574162","0.218515","0.077257","0.026432"
"138","Adenostoma fasciculatum","21","5.663881","0.005309","0.001159","1e-05","Adenostoma fasciculatum","21","5.938508","0.351864","0.076783","0.007948","Adenostoma fasciculatum","21","7.494452","0.139767","0.0305","0.00243","Adenostoma fasciculatum","21","7.62028","0.359754","0.078505","0.010069"
"139","Kageneckia oblonga","7","5.646967","0.019965","0.007546","2.9e-05","Kageneckia oblonga","7","6.165124","0.805895","0.3046","0.023843","Kageneckia oblonga","7","7.266345","0.129132","0.048807","0.00729","Kageneckia oblonga","7","8.053643","0.763466","0.288563","0.030208"
"140","Potentilla thurberi","32","5.655899","0.01113","0.001968","6e-06","Potentilla thurberi","32","6.353413","0.325914","0.057614","0.005216","Potentilla thurberi","32","7.58784","0.084387","0.014918","0.001595","Potentilla thurberi","32","8.001327","0.401744","0.071019","0.006608"
"141","Prunus tucumanensis","8","5.670502","0.007639","0.002701","2.6e-05","Prunus tucumanensis","8","6.545661","0.124618","0.044059","0.020863","Prunus tucumanensis","8","7.392881","0.02291","0.0081","0.006379","Prunus tucumanensis","8","8.378037","0.120918","0.042751","0.026432"
"142","Chamaebatia foliolosa","11","5.644696","0.014241","0.004294","1.9e-05","Chamaebatia foliolosa","11","6.822806","0.303575","0.091531","0.015173","Chamaebatia foliolosa","11","7.406854","0.107316","0.032357","0.004639","Chamaebatia foliolosa","11","8.638764","0.318442","0.096014","0.019223"
"143","Lachemilla procumbens","14","5.654795","0.006914","0.001848","1.5e-05","Lachemilla procumbens","14","6.982877","0.177648","0.047478","0.011922","Lachemilla procumbens","14","7.389154","0.104345","0.027887","0.003645","Lachemilla procumbens","14","8.795929","0.209979","0.056119","0.015104"
"144","Ivesia kingii","20","5.643163","0.006383","0.001427","1e-05","Ivesia kingii","20","5.394194","0.299317","0.066929","0.008345","Ivesia kingii","20","7.569857","0.095765","0.021414","0.002551","Ivesia kingii","20","7.013966","0.392053","0.087666","0.010573"
"145","Potentilla biennis","102","5.636279","0.011394","0.001128","2e-06","Potentilla biennis","102","5.987649","0.439274","0.043495","0.001636","Potentilla biennis","102","7.311534","0.208145","0.020609","5e-04","Potentilla biennis","102","7.871307","0.523159","0.0518","0.002073"
"146","Adenostoma sparsifolium","5","5.657404","0.007108","0.003179","4.1e-05","Adenostoma sparsifolium","5","6.094049","0.388021","0.173528","0.03338","Adenostoma sparsifolium","5","7.582731","0.045357","0.020284","0.010206","Adenostoma sparsifolium","5","7.79529","0.446525","0.199692","0.042292"
"147","Rosa banksiae","8","5.665904","0.010348","0.003659","2.6e-05","Rosa banksiae","8","6.658298","0.547929","0.193722","0.020863","Rosa banksiae","7","7.359258","0.293227","0.110829","0.00729","Rosa banksiae","7","8.40483","0.843617","0.318857","0.030208"
"148","Crataegus erythropoda","19","5.631024","0.007601","0.001744","1.1e-05","Crataegus erythropoda","19","6.075322","0.172867","0.039658","0.008784","Crataegus erythropoda","19","7.328242","0.103751","0.023802","0.002686","Crataegus erythropoda","19","7.936111","0.234464","0.05379","0.011129"
"149","Peraphyllum ramosissimum","41","5.63934","0.009324","0.001456","5e-06","Peraphyllum ramosissimum","41","5.819114","0.286103","0.044682","0.004071","Peraphyllum ramosissimum","41","7.424398","0.175607","0.027425","0.001245","Peraphyllum ramosissimum","41","7.591362","0.392275","0.061263","0.005158"
"150","Rubus trivialis","83","5.672827","0.010216","0.001121","2e-06","Rubus trivialis","83","7.038264","0.267128","0.029321","0.002011","Rubus trivialis","82","7.372059","0.111313","0.012292","0.000622","Rubus trivialis","82","8.889791","0.348866","0.038526","0.002579"
"151","Rubus sapidus","26","5.675502","0.00903","0.001771","8e-06","Rubus sapidus","26","7.255139","0.388777","0.076245","0.006419","Rubus sapidus","26","7.408815","0.093842","0.018404","0.001963","Rubus sapidus","26","8.953653","0.44604","0.087476","0.008133"
"152","Lachemilla vulcanica","6","5.652996","0.006845","0.002794","3.4e-05","Lachemilla vulcanica","6","7.075145","0.16776","0.068488","0.027817","Lachemilla vulcanica","6","7.355112","0.128839","0.052598","0.008505","Lachemilla vulcanica","6","8.859605","0.235233","0.096033","0.035243"
"153","Amelanchier stolonifera","85","5.626189","0.015386","0.001669","2e-06","Amelanchier stolonifera","85","6.87867","0.183607","0.019915","0.001964","Amelanchier stolonifera","84","6.771003","0.199385","0.021755","0.000607","Amelanchier stolonifera","84","9.352603","0.185536","0.020244","0.002517"
"154","Rubus lasiococcus","16","5.625962","0.005946","0.001486","1.3e-05","Rubus lasiococcus","16","7.322283","0.388876","0.097219","0.010431","Rubus lasiococcus","16","6.897294","0.149787","0.037447","0.003189","Rubus lasiococcus","16","9.724992","0.380422","0.095106","0.013216"
"155","Pyracantha coccinea","133","5.654677","0.012859","0.001115","2e-06","Pyracantha coccinea","133","6.672054","0.526366","0.045642","0.001255","Pyracantha coccinea","126","7.12205","0.273172","0.024336","0.000405","Pyracantha coccinea","126","8.75998","0.670101","0.059697","0.001678"
"156","Sorbus scopulina","146","5.622835","0.012845","0.001063","1e-06","Sorbus scopulina","146","6.487235","0.526761","0.043595","0.001143","Sorbus scopulina","144","6.951007","0.306402","0.025534","0.000354","Sorbus scopulina","144","8.751048","0.692005","0.057667","0.001468"
"157","Rosa stellata","2","5.644533","0.011004","0.007781","0.000103","Rosa stellata","2","6.19236","0.312681","0.221099","0.083451","Rosa stellata","2","7.593009","0.097564","0.068988","0.025514","Rosa stellata","2","7.929594","0.256162","0.181134","0.105729"
"158","Crataegus brachyacantha","20","5.674621","0.003777","0.000845","1e-05","Crataegus brachyacantha","20","7.144484","0.116657","0.026085","0.008345","Crataegus brachyacantha","20","7.354292","0.034784","0.007778","0.002551","Crataegus brachyacantha","20","9.005193","0.151621","0.033903","0.010573"
"159","Sanguisorba canadensis","133","5.613688","0.013611","0.00118","2e-06","Sanguisorba canadensis","133","6.695044","0.623692","0.054081","0.001255","Sanguisorba canadensis","123","6.49868","0.237301","0.021397","0.000415","Sanguisorba canadensis","122","9.423692","0.618273","0.055976","0.001733"
"160","Prunus skutchii","6","5.687943","0.010838","0.004425","3.4e-05","Prunus skutchii","6","7.559472","0.352702","0.14399","0.027817","Prunus skutchii","6","7.438131","0.103856","0.042399","0.008505","Prunus skutchii","6","9.27677","0.429429","0.175314","0.035243"
"161","Kageneckia angustifolia","2","5.633873","0.009605","0.006792","0.000103","Kageneckia angustifolia","2","6.372794","0.237922","0.168236","0.083451","Kageneckia angustifolia","2","7.291139","0.135696","0.095952","0.025514","Kageneckia angustifolia","2","8.220932","0.37152","0.262704","0.105729"
